baseline_version,jp_term,cn_term,category,count,classification,applicability,source_authority,source_hash,reason,examples,origin
photonflowers-ex-terms-v1.0,ェッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00115243 | 武 | 【武】「うるせェッ！！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,エグゼク,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1602830768:00110617 | 武 | <05>【武】「エグゼク…<03>…<03>って、<03>なんにもしてないじゃないですか～！」,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,エッチ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00067890 | 純夏 | 【純夏】「タケルちゃんのエッチ！！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,エッチッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00109087 | 純夏 | 【純夏】「タケルちゃんのエッチッ！！！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,エネルギア・チョビット,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00113384 |  | ふっふっふ…<03>…<03>こいつは面白くなってきたぜ。<0A>――正に『エネルギア・チョビット』！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,エントリー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00053778 |  | エントリーも締め切られて、<03>次の受付は１時間後かあ…<03>…<03>。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ォォォォォッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:488133660:00093953 | 醍三郎 | 【醍三郎】「死合いは終わってはおらんわ――この未熟者ォォォォォッ！！！！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ォッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00087484 |  | ――誰かこの女を止めろォッ！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オイ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00160515 | 銀行強盗２ | 【銀行強盗２】「オイちょっと待て！　あのクソ野郎にひと泡吹かせるんじゃなかったのかよ！？　このままじゃ俺たちやられ損じゃねぇか！！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オエ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00137666 | 純夏 | 【純夏】「オエ～～」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オトウト,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00058132 |  | ――オトウト？　ああ、<03>弟ね…<03>…<03>なんだ。<0A>シツレイシマシタ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オフシーズン,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1495411112:00013267 |  | 運良くオフシーズンだったことを加味しても、<03>相当額だ。<0A>更にそこまでの往復の交通費もかかる。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オブラート,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1391025672:00098249 | 夕呼 | 【夕呼】「勘違いしないでよ？　普通はね、<03>そんなこと言わないの。<0A>オブラートに包んで綺麗な言葉で伝えてくれるものなのよ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オマケ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1366349532:00051342 |  | コンビニ行くと、<03>オレですら生まれてなかった頃のアニメなんかの人形をオマケにしたお菓子売ってるし。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オメー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1162587616:00085698 |  | 何だよ！　オメーは山丘さんかよっ！！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オメーは山丘さん,,regex_address_false_positive,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression",pf:static:photonflowers11.rio.002:1162587616:00085698 |  | 何だよ！　オメーは山丘さんかよっ！！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オリジナリティ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1366349532:00058052 | 武 | 【武】「うーん…<03>…<03>なんて言うか、<03>買うからにはオリジナリティは欲しいよな」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オリジナル,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1162587616:00055874 | 純夏 | 【純夏】「あはは…<03>…<03>とんかつはわたしのオリジナルだよ！　見た目ではわからない、<03>独特の工夫がされてるのだ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オレはちゃん,,regex_address_false_positive,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression",pf:static:photonflowers11.rio.002:1533930220:00028101 | 武 | 【武】「勘違いしないでくれ、<03>オレはちゃんと考えてるよ。<0A>みんなにはオレを信じて欲しいんだ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オレハメ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1391025672:00077341 |  | また…<03>…<03>オレハメられて…<03>…<03>泥沼？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オレ達の嫁さん,,regex_address_false_positive,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"over-inclusive suffix regex captured a phrase, ordinary honorific, or non-address expression",pf:static:photonflowers11.rio:487890932:00185873 | 銀行強盗１ | 【銀行強盗１】「やつらは就職斡旋を理由に、オレ達の嫁さんの仕事として遠くの工場を紹介してくれた……親切面してな」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オーストラリア,,ordinary_or_context_collision,1,contextual,translate in sentence; not frozen as a chapter term,origin/main glossary checked + JP context,e9ee9faffb2ef37bee94ee3d5c9a185623af6e2a2997a85a474f8a4629c4410c,exact string match is not a context-applicable terminology match,pf:static:photonflowers11.rio.002:1162587616:00042384 |  | …<03>…<03>そうだ、<03>あの時は結局それで月詠さんが本場のオーストラリアに送り込んだんだっけ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オーバーラップ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00077188 |  | あの数時間に感情的に怒濤の展開がありすぎたからなあ。<0A>告白とＨの印象がオーバーラップしちまって、<03>感覚的に識別できんのかも…<03>…<03>。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オーラ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1291020652:00025053 |  | 昨日ほど怒りのオーラは感じないな。<0A>けど、<03>その分冷めてる感じを受ける。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,オーーー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1602830768:00112039 | 全員 | <05>【全員】「オーーー！！！」,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,カタ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1602830768:00149157 |  | カタを付けるべき事があるんだ…<03>…<03>！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,カッコイイ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00056078 |  | 柏木は結構可愛い…<03>…<03>っていうか、<03>カッコイイしな。<0A>後輩の女の子達にもモテてるようだし、<03>男だって普通に惚れるだろ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,カップ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1097218736:00039442 | 武 | 【武】「そうか？　結構寝るまえにカップ麺とか食ってるぜ？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,カツ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1238534540:00057758 | 純夏 | 【純夏】「そんなことないもん！　愛情込めて作ったんだよ？　そのカツだって朝わざわざ揚げたんだから」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,カニバリズム,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487283344:00078448 | 武 | 【武】「ガキのころからやってるあれだよ。<0A>ほら、<03>ハラ減ってるヤツに自分の頭食わせるっていう、<03>テリブルでカニバリズムな子供の味方だよ。<0A>もともと絵本でさ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,カワイー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00064522 | 純夏 | 【純夏】「水族館に行ってさ、<03>イルカのショーとか見たいじゃない？　カワイー！！　って身体がキューッてなるし…<03>…<03>」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,カンガルー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1162587616:00041682 |  | それに確か、<03>前に娘ほったらかしで動物園にコアラとカンガルー見に行くとか言ってたし。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ガキィィィン,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:186673440:00122753 |  | ――ガキィィィン！！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ガキガキ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00048210 |  | ちっ、<03>あんまり委員長がガキガキ言うから、<03>言い方ひとつにも気ぃ遣っちまうぜ…<03>…<03>！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ガキンチョ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00070692 |  | …<03>…<03>あれ？　筐体から出てきたガキンチョがこっちに手を振って何か言ってるぞ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ガッチリ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00158007 | 銀行強盗２ | 【銀行強盗２】「最悪だ！　来て見りゃ金庫はガッチリ閉まっていて、肝心のあいつはいやしねえ……」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ガラス,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1366349532:00061524 |  | あ、<03>これ…<03>…<03>このガラス細工のキーホルダー…<03>…<03>トロロだ！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ガンバ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1599749696:00041050 | 柏木 | 【柏木】「白銀君、<03>ガンバって！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ガンモドキ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00153039 | 壬姫 | 【壬姫】「中に、<03>ハンペンとかガンモドキとかコンニャクとか入ってるんだよー。<0A>中身は食べてのお楽しみで、<03>何種類あるかはヒミツなんだってー！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ガード,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:30631052:00134720 |  | 今回はなかなかガードが硬いじゃないか。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,キッパリ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1391025672:00110163 |  | …<03>…<03>あの彩峰がキッパリ断るとは…<03>…<03>。<0A>よほど嫌なんだろうな。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,キツ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00156237 |  | やはりいささかキツいな……。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,キャラ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1602830768:00179435 | 武 | 【武】「何故かそいつが売っててよ…<03>…<03>そういうキャラみたいだな、<03>季節は関係ねーらしいぞ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,キュー,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487194916:00059616 | 純夏 | 【純夏】「タケルちゃん…<03>…<03>わたしのこの身体、<03>キューって抱き締めて…<03>…<03>」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,キライ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487590408:00088705 | 純夏 | 【純夏】「あはははは、<03>雨が降っても降らなくても、<03>タケルちゃん掃除キライでしょ」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,キラキラ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1602830768:00124071 |  | なんか、<03>目がキラキラ光ってるような…<03>…<03>。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,キリ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00146425 | 千鶴 | 【千鶴】「だめよ、<03>例外を認めてたら、<03>キリがないでしょ？」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,キレイ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1602830768:00099841 |  | 春こそ満開の桜でキレイだけど、<03>この坂が本当の地獄になるのは雨と雪の日だ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ギクシャク,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1495411112:00025641 |  | 純夏もちょっと困惑してるみたいだし…<03>…<03>前よりはマシになったけど、<03>クラスがギクシャクしてるのは変わらない。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ギシギシ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00029424 |  | 首とか背中もギシギシ言ってる気がするし…<03>…<03>全然寝た気がしねぇ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ギャグネタ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1291020652:00030537 |  | でも、<03>そのきっかけといい、<03>流れと言い、<03>クラスにとってはむしろギャグネタだろ？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ギレ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00075136 |  | ワガママなところとか、<03>逆ギレの仕方とか。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,ギ・ン・コ・ウ・ゴ・ウ・ト・ウ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00142297 | 覆面の男２ | 【覆面の男２】「どこかじゃねぇ！　犯罪だ！　銀行強盗だよ！　ギ・ン・コ・ウ・ゴ・ウ・ト・ウ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,クスリ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1366349532:00069694 |  | お礼とか言って、<03>ハイになるクスリ注射器セットをプレゼントするようなヤツがどこにいる？<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,クセ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1322667676:00059974 | 千鶴 | 【千鶴】「そうやって極論にすり替えてすぐ投げ出すの、<03>あなたの悪いクセよ！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,クソッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487890932:00157407 | 銀行強盗２ | 【銀行強盗２】「クソッ！　ついてねえぜ……せっかくいいトコまでいってたのに」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,クッ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1238534540:00070230 |  | クッ…<03>…<03>近い！！　避けきれねえぇッ…<03>…<03>…<03>…<03>！<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,クマ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:1599749696:00029508 | 千鶴 | 【千鶴】「ちょっと…<03>…<03>って、<03>あれがちょっとなわけないでしょ？　今だって目の下クマで真っ黒じゃないの！」<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,クラクラ,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00152375 |  | これを聞けば千鶴ちゃんもクラクラ来ること請け合いだよー。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,クラスメート,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio.002:630827184:00059090 |  | クラスメートの私生活を垣間見るのは、<03>気恥ずかしさも漂うが、<03>やっぱり面白いからなあ。<01>,mechanical_scan_reviewed
photonflowers-ex-terms-v1.0,クリア,,ordinary_katakana_or_sound,1,contextual,sentence-level context,JP scan reviewed,fb77f496b2a4de8ef6512f9d459086209f5173314323888c082a9c36720c3437,"ordinary loanword, pronoun, slang, sound effect, or fragment; no fixed chapter terminology",pf:static:photonflowers11.rio:487417908:00151009 | 武 | 【武】「よっしゃ！　まりもちゃんクリア！　行こうぜ～」<01>,mechanical_scan_reviewed
