"call_order","id","rio_file","scene","speaker_jp","jp_text","cn_text"
"4270","pm:static:photonmelodies11.rio.003:0958394640:00021035","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","生き残るべきだったのはおまえなのに…<03>…<03>。<01>","明明该活下来的人是你……<03>……<03>。<01>"
"4271","pm:static:photonmelodies11.rio.003:0958394640:00021133","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「…<03>…<03>ッ…<03>…<03>レン…<03>ツォ…<03>…<03>…<03>…<03>！！」<01>","【西尔维奥】「……<03>……<03>呃……<03>……<03>伦……<03>佐……<03>……<03>……<03>……<03>！！」<01>"
"4272","pm:static:photonmelodies11.rio.003:0958394640:00021247","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","…<03>…<03>俺なんかより…<03>…<03>おまえのような人間こそが…<03>…<03>この世界に必要だったのに…<03>…<03>！！<01>","……<03>……<03>比起我这种人……<03>……<03>像你这样的人……<03>……<03>才是这个世界真正需要的……<03>……<03>！！<01>"
"4273","pm:static:photonmelodies11.rio.003:0958394640:00021459","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――ッ！？」<01>","【西尔维奥】「――！？」<01>"
"4274","pm:static:photonmelodies11.rio.003:0958394640:00021521","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","…<03>…<03>まさか…<03>…<03>生存者…<03>…<03>？！<01>","……<03>……<03>难道……<03>……<03>还有幸存者……<03>……<03>？！<01>"
"4275","pm:static:photonmelodies11.rio.003:0958394640:00021627","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>」<01>"
"4276","pm:static:photonmelodies11.rio.003:0958394640:00021701","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","俺に…<03>…<03>そんな資格が…<03>…<03>あるのか…<03>…<03>？どのツラ下げて…<03>…<03>彼等を助ければいいっていうんだ…<03>…<03>。<01>","我……<03>……<03>真的还有资格……<03>……<03>吗……<03>……<03>？　我还有什么脸……<03>……<03>去救他们……<03>……<03>。<01>"
"4277","pm:static:photonmelodies11.rio.003:0958394640:00022001","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","この作戦は…<03>…<03>俺が…<03>…<03>。しかも…<03>…<03>なにも…<03>…<03>。<01>","这次行动……<03>……<03>是我……<03>……<03>。而且……<03>……<03>我什么都……<03>……<03>。<01>"
"4278","pm:static:photonmelodies11.rio.003:0958394640:00022185","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――くそッ！！」<01>","【西尔维奥】「――可恶！！」<01>"
"4279","pm:static:photonmelodies11.rio.003:0958394640:00022281","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","――助けるんだッ！<01>","――救人！<01>"
"4280","pm:static:photonmelodies11.rio.003:0958394640:00022347","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","――俺に何があろうが関係ない！　ひとりでも多く――助けるんだッ！！<01>","――我会怎么样都无所谓！哪怕多救一个人――也要救下来！！<01>"
"4281","pm:static:photonmelodies11.rio.003:0958394640:00022573","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","コックピットにファストエイドキットがある…<03>…<03>無いよりマシなはずだ…<03>…<03>！<01>","驾驶舱里有急救包……<03>……<03>总比什么都没有强……<03>……<03>！<01>"
"4282","pm:static:photonmelodies11.rio.003:0958394640:00022803","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","確か…<03>…<03>確かこの辺のはずだが…<03>…<03>！！<01>","我记得……<03>……<03>应该就在这附近……<03>……<03>！！<01>"
"4283","pm:static:photonmelodies11.rio.003:0958394640:00022929","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","――あそこか！<01>","――在那里！<01>"
"4284","pm:static:photonmelodies11.rio.003:0958394640:00022963","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――おいッ！　大丈夫かッ！？」<01>","【西尔维奥】「――喂！你还好吗！？」<01>"
"4285","pm:static:photonmelodies11.rio.003:0958394640:00023073","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","声","【声】「…<03>…<03>…<03>…<03>た…<03>す…<03>…<03>…<03>…<03>け…<03>…<03>て…<03>…<03>」<01>","【声音】「……<03>……<03>……<03>……<03>救……<03>救……<03>……<03>……<03>……<03>我……<03>……<03>……<03>……<03>」<01>"
"4286","pm:static:photonmelodies11.rio.003:0958394640:00023203","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――しっかりし…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「――振作一点……<03>……<03>……<03>……<03>」<01>"
"4287","pm:static:photonmelodies11.rio.003:0958394640:00023293","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>ぅ…<03>…<03>ぁ…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>呜……<03>……<03>啊……<03>……<03>」<01>"
"4288","pm:static:photonmelodies11.rio.003:0958394640:00023399","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","声","【声】「…<03>…<03>…<03>…<03>た…<03>べ…<03>…<03>…<03>…<03>ない…<03>…<03>で…<03>…<03>」<01>","【声音】「……<03>……<03>……<03>……<03>不……<03>要……<03>……<03>……<03>……<03>吃……<03>……<03>我……<03>……<03>」<01>"
"4289","pm:static:photonmelodies11.rio.003:0958394640:00023539","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>！！！！」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>！！！！」<01>"
"4290","pm:static:photonmelodies11.rio.003:0958394640:00023627","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>離れろ…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>滚开……<03>……<03>」<01>"
"4291","pm:static:photonmelodies11.rio.003:0958394640:00023749","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――その人から離れろォォォォッッ！！！！！」<01>","【西尔维奥】「――从那个人身边滚开――！！！！！」<01>"
"4292","pm:static:photonmelodies11.rio.003:0958394640:00023905","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――離れやがれぇぇぇぇッ！！！！」<01>","【西尔维奥】「――给我滚开啊啊啊啊！！！！」<01>"
"4293","pm:static:photonmelodies11.rio.003:0958394640:00024037","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――ぐあああッッ！！」<01>","【西尔维奥】「――呃啊啊啊！！」<01>"
"4294","pm:static:photonmelodies11.rio.003:0958394640:00024125","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「…<03>…<03>ぐうぅッ…<03>…<03>くそォォッ！！！」<01>","【西尔维奥】「……<03>……<03>呜……<03>……<03>可恶！！！」<01>"
"4295","pm:static:photonmelodies11.rio.003:0958394640:00024253","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――ぐがああああああああああぁぁいてええええええッッ！！！！！」<01>","【西尔维奥】「――咕嘎啊啊啊啊啊啊啊啊啊啊好痛啊啊啊啊啊！！！」<01>"
"4296","pm:static:photonmelodies11.rio.003:0958394640:00024399","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――ちきしょォォォォォッッ！！！喰いやがったなァァッッ――俺の腕をくいやがったなァァッ！！！！！」<01>","【西尔维奥】「――混账――！！！　竟敢咬掉我的手臂――竟敢吃掉我的手臂！！！！！」<01>"
"4297","pm:static:photonmelodies11.rio.003:0958394640:00024631","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――殺してやるッッッ――離れろてめえらあッ――！！！！！」<01>","【西尔维奥】「――我要杀了你们――滚开，你们这群混蛋――！！！！！」<01>"
"4298","pm:static:photonmelodies11.rio.003:0958394640:00024855","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――うぐああッッぁっっっっぁぁあぐぐぐああぁぁぁぁぁッッ！！！！！」<01>","【西尔维奥】「――呜嘎啊啊啊啊啊啊啊啊咕咕咕啊啊啊啊啊！！！」<01>"
"4299","pm:static:photonmelodies11.rio.003:0958394640:00025005","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「――はぁッ…<03>はぁッ…<03>はぁッ…<03>はぁッ…<03>はぁッ…<03>はぁッ…<03>…<03>！！」<01>","【西尔维奥】「――哈啊……<03>哈啊……<03>哈啊……<03>哈啊……<03>哈啊……<03>哈啊……<03>……<03>！！」<01>"
"4300","pm:static:photonmelodies11.rio.003:0958394640:00025231","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「…<03>…<03>くそッ…<03>…<03>またかよ…<03>…<03>！！」<01>","【西尔维奥】「……<03>……<03>可恶……<03>……<03>又来了……<03>……<03>！！」<01>"
"4301","pm:static:photonmelodies11.rio.003:0958394640:00025411","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","最近…<03>…<03>思い出さなかったのに…<03>…<03>。催眠暗示の効果…<03>…<03>もう薄れて来たのか…<03>…<03>？<01>","最近……<03>……<03>明明已经不会再想起这件事了……<03>……<03>。催眠暗示的效果……<03>……<03>开始减弱了吗……<03>……<03>？<01>"
"4302","pm:static:photonmelodies11.rio.003:0958394640:00025677","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「…<03>…<03>はぁ…<03>…<03>はぁ…<03>…<03>…<03>はぁ…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>哈啊……<03>……<03>哈啊……<03>……<03>……<03>哈啊……<03>……<03>……<03>」<01>"
"4303","pm:static:photonmelodies11.rio.003:0958394640:00025829","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","それとも…<03>…<03>。<01>","还是因为……<03>……<03>。<01>"
"4304","pm:static:photonmelodies11.rio.003:0958394640:00025955","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「…<03>…<03>ふぅ…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>呼……<03>……<03>……<03>……<03>」<01>"
"4305","pm:static:photonmelodies11.rio.003:0958394640:00026053","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","あの日以来目にすることがなかった…<03>…<03>サハラ砂漠を見たせいなのか…<03>…<03>？<01>","是因为我又看见了……<03>……<03>自那一天起便再未见过的撒哈拉沙漠吗……<03>……<03>？<01>"
"4306","pm:static:photonmelodies11.rio.003:0958394640:00026275","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>ふん」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>哼。」<01>"
"4307","pm:static:photonmelodies11.rio.003:0958394640:00026365","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","そんなことを考えてどうする…<03>…<03>。<01>","想这些又有什么用……<03>……<03>。<01>"
"4308","pm:static:photonmelodies11.rio.003:0958394640:00026493","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","何が理由であろうと、<03>今の俺にとって大した意味など無い…<03>…<03>。<01>","不管原因是什么，<03>对现在的我都没有多大意义……<03>……<03>。<01>"
"4309","pm:static:photonmelodies11.rio.003:0958394640:00026719","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","数年前のあの日…<03>…<03>あの時…<03>…<03>。アルジェリアの砂漠で俺は死んだんだ。<01>","几年前的那一天……<03>……<03>就在那一刻……<03>……<03>我已经死在阿尔及利亚的沙漠里了。<01>"
"4310","pm:static:photonmelodies11.rio.003:0958394640:00026961","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","今ここに在るのは、<03>かつて俺だった肉体の紛い物に、<03>本来生き残るべきだった男の意志を宿した器に過ぎない。<01>","如今存在于此的，<03>不过是以我曾经的肉体为原型制成的赝品，<03>一具承载着那个本该活下来之人遗志的躯壳。<01>"
"4311","pm:static:photonmelodies11.rio.003:0958394640:00027333","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>」<01>"
"4312","pm:static:photonmelodies11.rio.003:0958394640:00027407","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@958394640","","俺は…<03>…<03>あいつがやり残したことを実行するためだけに生きる…<03>…<03>ただそれだけのことだ。<01>","我……<03>……<03>只是为了完成他未竟之事而活……<03>……<03>仅此而已。<01>"
"4313","pm:static:photonmelodies11.rio.003:1526866676:00023795","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「――無事の帰還を歓迎するよ、<03>""ファルソ""」<01>","【戈德曼局长】「――欢迎你平安归来，<03>‘Falso’。」<01>"
"4314","pm:static:photonmelodies11.rio.003:1526866676:00024009","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「ありがとうございます、<03>ゴールドメン局長」<01>","【西尔维奥】「谢谢您，<03>戈德曼局长。」<01>"
"4315","pm:static:photonmelodies11.rio.003:1526866676:00024151","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「スーダン作戦の成功は、<03>欧州連合と人類に多大なる利益をもたらすだろう」<01>","【戈德曼局长】「苏丹行动的成功，<03>想必会给欧盟乃至全人类带来巨大利益。」<01>"
"4316","pm:static:photonmelodies11.rio.003:1526866676:00024573","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「ＥＵ大統領が君に感謝を伝えて欲しい、<03>と
――直接伝えられない非礼も詫びていたよ」<01>","【戈德曼局长】「EU总统托我向你转达谢意，<03>还为无法亲自致谢而向你道歉。」<01>"
"4317","pm:static:photonmelodies11.rio.003:1526866676:00024973","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「は、<03>光栄です」<01>","【西尔维奥】「是，<03>我深感荣幸。」<01>"
"4318","pm:static:photonmelodies11.rio.003:1526866676:00025081","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「私も心から感心したよ。
まさかここまで見事な結果をもたらすとはな」<01>","【戈德曼局长】「我也由衷佩服。
没想到你能带回如此漂亮的成果。」<01>"
"4319","pm:static:photonmelodies11.rio.003:1526866676:00025399","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「まさか…<03>…<03>とは…<03>…<03>？」<01>","【西尔维奥】「没想到……<03>……<03>是指什么……<03>……<03>？」<01>"
"4320","pm:static:photonmelodies11.rio.003:1526866676:00025523","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「ふふふ…<03>…<03>今だから言うが今回の任務、
私は君に多少の不安を抱いていた」<01>","【戈德曼局长】「呵呵呵……<03>……<03>现在可以告诉你了：这次任务，
我原本对你多少有些担心。」<01>"
"4321","pm:static:photonmelodies11.rio.003:1526866676:00025833","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>」<01>"
"4322","pm:static:photonmelodies11.rio.003:1526866676:00025907","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「君がアフリカの任務に就くのは…<03>…
数年前のあの日以来だったのでな」<01>","【戈德曼局长】「毕竟，这是数年前那一天之后……<03>……
你第一次前往非洲执行任务。」<01>"
"4323","pm:static:photonmelodies11.rio.003:1526866676:00026193","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「…<03>…<03>…<03>…<03>」<01>","【西尔维奥】「……<03>……<03>……<03>……<03>」<01>"
"4324","pm:static:photonmelodies11.rio.003:1526866676:00026267","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「確かにあの日以来、<03>君が任務を成功させなかったことは一度もない」<01>","【戈德曼局长】「确实，自那一天之后，<03>你从未让任何任务失败过。」<01>"
"4325","pm:static:photonmelodies11.rio.003:1526866676:00026675","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「だが、<03>あの忌々しい砂漠を目の当たりにして、
多少なりとも動揺するのではないか、<03>と心配していたんだ」<01>","【戈德曼局长】「但是，<03>亲眼再见到那片可恨的沙漠，
我担心你多少会有所动摇，<03>仅此而已。」<01>"
"4326","pm:static:photonmelodies11.rio.003:1526866676:00027109","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「…<03>…<03>お心遣い…<03>…<03>感謝します」<01>","【西尔维奥】「……<03>……<03>感谢您的……<03>……<03>关心。」<01>"
"4327","pm:static:photonmelodies11.rio.003:1526866676:00027247","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「ですが局長…<03>…<03>。俺はあの日に…<03>…<03>死にました」<01>","【西尔维奥】「但是，局长……<03>……<03>我已经在那一天……<03>……<03>死了。」<01>"
"4328","pm:static:photonmelodies11.rio.003:1526866676:00027423","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「…<03>…<03>…<03>…<03>」<01>","【戈德曼局长】「……<03>……<03>……<03>……<03>」<01>"
"4329","pm:static:photonmelodies11.rio.003:1526866676:00027523","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「…<03>…<03>死者の骸に心はない。
故にそこには何も残らない…<03>…<03>恐れも、<03>そして悲しみも」<01>","【西尔维奥】「……<03>……<03>死者的躯壳没有心。
因此，里面什么都不会留下……<03>……<03>无论恐惧，<03>还是悲伤。」<01>"
"4330","pm:static:photonmelodies11.rio.003:1526866676:00027833","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","あいつが生きていたなら、<03>そのようなことで心を乱すわけがない。
であれば俺も、<03>そう在らなければならない…<03>…<03>。<01>","如果他还活着，<03>绝不会因为这种事而心神不宁。
既然如此，我也<03>必须做到同样的事……<03>……<03>。<01>"
"4331","pm:static:photonmelodies11.rio.003:1526866676:00028241","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","それこそが…<03>…<03>死せる盟友の器となりし我が宿命…<03>…<03>。<01>","这正是……<03>……<03>身为亡友遗志之容器的我所背负的宿命……<03>……<03>。<01>"
"4332","pm:static:photonmelodies11.rio.003:1526866676:00028459","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「うむ…<03>…<03>そうだったな。
文字通り、<03>あの日君は生まれ変わったというわけだ――実に頼もしい」<01>","【戈德曼局长】「嗯……<03>……<03>说得也是。
照字面来说，<03>那一天你确实获得了新生――实在令人放心。」<01>"
"4333","pm:static:photonmelodies11.rio.003:1526866676:00028859","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「そうでしょうか。俺にとっては、<03>悔いが残る結果…<03>…<03>としか」<01>","【西尔维奥】「是吗？　对我来说，<03>那不过是一个令我抱憾至今的结果……<03>……<03>」<01>"
"4334","pm:static:photonmelodies11.rio.003:1526866676:00029159","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「どういうことかね。君が生涯をかけて追っているβブリッドの研究拠点を、<03>またひとつ壊滅させたというのに」<01>","【戈德曼局长】「这话怎么说？　你分明又摧毁了一处<03>自己穷尽一生追查的β-Brid研究基地。」<01>"
"4335","pm:static:photonmelodies11.rio.003:1526866676:00029567","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「俺の望みはただひとつ…<03>…
βブリッド研究の根を絶やすこと…<03>…<03>」<01>","【西尔维奥】「我的愿望只有一个……<03>……
彻底铲除β-Brid研究……<03>……<03>」<01>"
"4336","pm:static:photonmelodies11.rio.003:1526866676:00029867","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","そして…<03>…<03>あの日、<03>我が身かわいさにＢＥＴＡを放った者達を、
この手で捕らえること…<03>…<03>。<01>","还有……<03>……<03>亲手抓住那些在那一天<03>为了保全自己而释放BETA的人……<03>……<03>。<01>"
"4337","pm:static:photonmelodies11.rio.003:1526866676:00030263","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「うむ…<03>…<03>」<01>","【戈德曼局长】「嗯……<03>……<03>」<01>"
"4338","pm:static:photonmelodies11.rio.003:1526866676:00030359","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「だが、<03>今の情報軍のやり方では…<03>…<03>永遠に叶わない」<01>","【西尔维奥】「但是，<03>照情报军现在的做法……<03>……<03>我的愿望永远无法实现。」<01>"
"4339","pm:static:photonmelodies11.rio.003:1526866676:00030685","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","末端の拠点など、<03>いくら潰そうが無駄だ。<01>","那些末端据点，<03>摧毁再多也没有意义。<01>"
"4340","pm:static:photonmelodies11.rio.003:1526866676:00030849","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「βブリッドを根絶するには、
奴らの裏に潜む組織を叩き潰す他ない」<01>","【西尔维奥】「要彻底铲除β-Brid，
就只能摧毁藏在他们背后的组织。」<01>"
"4341","pm:static:photonmelodies11.rio.003:1526866676:00031339","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「…<03>…<03>…<03>…<03>」<01>","【戈德曼局长】「……<03>……<03>……<03>……<03>」<01>"
"4342","pm:static:photonmelodies11.rio.003:1526866676:00031439","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「恭順主義、<03>あるいは原理主義の線から擂りつぶせるなら、
話は別ですが…<03>…<03>」<01>","【西尔维奥】「如果能从恭顺主义<03>或原教旨主义这条线索入手，把整个组织连根拔起，
那倒另当别论……<03>……<03>」<01>"
"4343","pm:static:photonmelodies11.rio.003:1526866676:00031883","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「難しい問題、<03>だな。
北米、<03>中南米、<03>オセアニア、<03>アフリカ…<03>…<03>」<01>","【戈德曼局长】「这确实是个难题，<03>没错。
北美、<03>中南美、<03>大洋洲、<03>非洲……<03>……<03>」<01>"
"4344","pm:static:photonmelodies11.rio.003:1526866676:00032291","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「世界中にあふれかえる難民たちにとって、
今や宗教は最後の拠り所であり、<03>最も強固な支えになっている」<01>","【戈德曼局长】「对遍布世界的难民而言，
如今宗教是最后的寄托，<03>也是最坚固的支柱。」<01>"
"4345","pm:static:photonmelodies11.rio.003:1526866676:00032769","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「そして難民を受け容れているのは、
何れも国連で大きな発言権を持つ国々だ」<01>","【戈德曼局长】「而接收难民的，
又无一不是在联合国拥有重要发言权的国家。」<01>"
"4346","pm:static:photonmelodies11.rio.003:1526866676:00033111","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","北米とオーストラリアを除けば、<03>ＢＥＴＡ大戦以降の新興先進国だ――<01>","除北美和澳大利亚之外，<03>这些国家都是BETA大战后崛起的新兴发达国家――<01>"
"4347","pm:static:photonmelodies11.rio.003:1526866676:00033561","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","まるで大航海時代以来の怨嗟を晴らすかように、<03>欧州、<03>中東、<03>アジアの最前線を食い物にしながら、<03>経済大国にのし上がった南半球の国々…<03>…<03>。<01>","南半球的这些国家，仿佛要洗刷大航海时代以来积累的怨恨，<03>以欧洲、<03>中东和<03>亚洲前线为牺牲品，<03>一跃成为经济大国……<03>……<03>。<01>"
"4348","pm:static:photonmelodies11.rio.003:1526866676:00034235","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","そして連中は今、<03>ＢＥＴＡ由来技術の綱引きをしながら、
原理主義や恭順主義とダンスを踊っている。<01>","如今，他们一面<03>争夺BETA衍生技术，
一面与原教旨主义和恭顺主义共舞。<01>"
"4349","pm:static:photonmelodies11.rio.003:1526866676:00034759","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「膨大な難民はただでさえ厄介な問題だ。その拠り所にわざわざ手を突っ込み、<03>暴動や争乱を起こす事は誰も望まん」<01>","【戈德曼局长】「庞大的难民群体本就已经够棘手了。没人希望特地去碰他们的精神寄托，<03>引发暴动和纷争。」<01>"
"4350","pm:static:photonmelodies11.rio.003:1526866676:00035337","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「我々は末端からのローラー作戦を、
地道にやっていくしかあるまい」<01>","【戈德曼局长】「我们只能从末端开始，
踏踏实实地进行拉网清剿。」<01>"
"4351","pm:static:photonmelodies11.rio.003:1526866676:00035655","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「だからこそ、<03>中核的な研究拠点を任務対象とするよう、
何度も上申している…<03>…<03>」<01>","【西尔维奥】「正因如此，<03>我才一次又一次上报，
要求把核心研究基地列为任务目标……<03>……<03>」<01>"
"4352","pm:static:photonmelodies11.rio.003:1526866676:00035973","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","","だがリアクションはない。
国連主要国の顔色を伺う欧州連合の官僚どもは、<03>未だ及び腰だ。<01>","但始终没有回音。
欧盟那些只会看联合国主要国家脸色行事的官僚，<03>至今仍然畏首畏尾。<01>"
"4353","pm:static:photonmelodies11.rio.003:1526866676:00036375","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","ゴールドメン局長","【ゴールドメン局長】「ふふふ…<03>…<03>そう言うと思ったよ。
では、<03>次の任務の話を始めよう」<01>","【戈德曼局长】「呵呵呵……<03>……<03>我就知道你会这么说。
那么，<03>我们开始谈下一项任务吧。」<01>"
"4354","pm:static:photonmelodies11.rio.003:1526866676:00036781","photonmelodies11.rio.003","crsa:photonmelodies11.rio.003@1526866676","シルヴィオ","【シルヴィオ】「…<03>…<03>は」<01>","【西尔维奥】「……<03>……<03>是。」<01>"
